DataType,LocationID,Category,SubCategory,Score,Notes
"TechnicalAssessment","Gray Center","functionality","technology","0",""
"TechnicalAssessment","Gray Center","functionality","spaceSize","0",""
"TechnicalAssessment","Gray Center","functionality","telecomm","0",""
"TechnicalAssessment","Gray Center","functionality","fireAlarm","0",""
"TechnicalAssessment","Gray Center","architecture","entrances","0",""
"TechnicalAssessment","Gray Center","architecture","exterior","5",""
"TechnicalAssessment","Gray Center","architecture","interiorFinishes","0",""
"TechnicalAssessment","Gray Center","architecture","codesAndAccessibility","0",""
"TechnicalAssessment","Gray Center","architecture","lifeSafety","0",""
"TechnicalAssessment","Gray Center","engineering","superstructure","0",""
"TechnicalAssessment","Gray Center","engineering","mechanical","0",""
"TechnicalAssessment","Gray Center","engineering","fireProtection","0",""
"TechnicalAssessment","Gray Center","engineering","conveyingSystems","0",""
"TechnicalAssessment","Gray Center","engineering","lighting","0",""
"TechnicalAssessment","Gray Center","engineering","plumbing","0",""
"TechnicalAssessment","Gray Center","engineering","power","0",""

DataType,LocationID,ID,Type,Persona,Latitude,Longitude,Comment,PathCoordinatesJSON
"Marker","Kiewit Building","JDLmrhBQbkeJTaePZgqf","I rarely or never use this space","student","40.59050954947887","-98.373433032568","",
"Marker","McCormick Hall","JDMjPBjMz2JJ5rhOPqTu","I would like to use this space more, but it needs improvement","student","40.592280588907755","-98.37370397265865","",
"Marker","Hurley-McDonald Hall","JEM9vyzmSg2D2HYSVBDv","This space supports my teaching and/or professional work effectively","staff","40.59077230334535","-98.37470986875142","Hurley has a good set up for both staff needs and student/faculty needs.  It is in need of a few repairs and a reorganization downstairs.",
"Marker","Jackson Dinsdale Art Center","JGIel2FSQMmbMkMLCKjE","I rarely or never use this space","student","40.59672356029614","-98.37295917492052","",
"Marker","Physical Fitness Facility","JGYNAwLDUSpd2EmskXpz","I rarely or never use this space","student","40.59464062824523","-98.36962548412669","",
"Marker","Wilson Center","JGivNnZlNzYmKU2SyhVc","This space supports my teaching and/or professional work effectively","staff","40.59285463419823","-98.37362276747186","",
"Marker","McCormick Hall","JJZSiUFRoClgTKkgCjZs","I rarely or never use this space","student","40.59230061987921","-98.37374325075022","",
"Marker","812 N Ash Ave","JKipWayT574PGGDSZ2cJ","I rarely or never use this space","student","40.592185590079424","-98.37128699833497","",
"Marker","PFF Garage","JMtZALvSnu4OCdP7Ff2G","I rarely or never use this space","student","40.59503120187276","-98.37016545953578","",
"Marker","Gray Center","JNzizmmLDH4NHTCMEBug","I rarely or never use this space","student","40.59552877856183","-98.37326535426743","",
"Marker","Gray Center","JO6GmETgl42UswsW3cG4","This is a go-to hangout spot for me and my friends","student","40.59554546113171","-98.37308649645817","",
"Marker","Hazelrigg Student Union","JOZrCqQbSJt4Gddipw0F","I rarely or never use this space","student","40.59404723523278","-98.37286938253317","I’m a commuter so I eat at home or pack food so I’m not in here often. But I do love the look, style, and feel the the HSU.",
"Marker","Hazelrigg Student Union","JPT5MSXEKhHm7631mWnr","This is a go-to hangout spot for me and my friends","student","40.594038280350986","-98.37284521160133","",
"Marker","Barrett Alumni Center","JRQsxcTx8cMXTdKzwLNN","I rarely or never use this space","student","40.595429441701185","-98.36469239765478","",
"Marker","Lynn Farrell Arena/Fleharty Educational Center","JRsPvisJiK8E9moxWjlU","The technology in this space is enadequate or unreliable","staff","40.59582780302679","-98.37015698840081","Great building!",
"Marker","Lynn Farrell Arena/Fleharty Educational Center","JSRcanZjwjsXEIaJhYGu","This is one of my go-to study spots","student","40.59579134064151","-98.37051803999218","I am a business major so being in proximity of my professors offices while I'm studying is a nice perk of this space. The furniture is nice and comfortable enough to study for a good amount of time.",
"Marker","Wilson Center","JTPbNWuHmLNigRSbHk1W","The lighting or temperature in thei space makes it uncomfortable","student","40.592780195193825","-98.37356329763954","",
"Marker","McCormick Hall","JU0qJ2zsBCDhhhvTt98M","This space feels outdated or run-down","student","40.59229853792897","-98.37376987684009","",
"Marker","906 E 9th St","JVMR79qBMQv1J1nSx3PX","This is a go-to hangout spot for me and my friends","student","40.59323854711974","-98.3701541381489","",
"Marker","","JVfJ09uPezhcYy2lDk6t","Just leave a comment about this space","student","40.59690886991925","-98.36457176247542","BATHROOMS!!!",
"Marker","Wilson Center","JWbuoWwkyiU37pcjhrL6","I rarely or never use this space","student","40.592804954365135","-98.37356178757267","",
"Marker","Altman Hall Residency","JXWJ2lZuYRTc7ICXhjoH","I rarely or never use this space","student","40.59224948268354","-98.37200264918003","",
"Marker","611 E. 9th St","JXuFkGAxw08OKmy1xMWV","I rarely or never use this space","student","40.593707716510636","-98.37461941771144","",
"Marker","Calvin H. French Memorial Chapel ","JYKhm3nCy6cFYm7ljmIs","The furniture in this space is uncomfortable or not functional","student","40.59170277794402","-98.37334073035757","",
"Marker","Wilson Center","JYM8HRRw4pcoLH2drTSr","I would like to use this space more, but it needs improvement","student","40.592765845717224","-98.3735805365656","",
"Marker","","JZPqAFWBYtjECn61dRcV","Just leave a comment about this space","student","40.596173291083716","-98.36543949276772","amazing addition!",
"Marker","Physical Fitness Facility","JaeL9pDDdLEt1kyC1ACN","I rarely or never use this space","student","40.59473523402937","-98.36960534756527","",
"Marker","Scott Studio Theatre","Jc2hcwZQlVE9D4rCqLMd","This is one of my go-to study spots","student","40.59238518373206","-98.37345582761895","",
"Marker","Gray Center","JdD4WSrkaGtSmWeEuwIj","The lighting or temperature in thei space makes it uncomfortable","student","40.595599480600924","-98.37302068763239","",
"Marker","906 E 9th Shop","Je8EufSmYPCY8nmAKGXZ","I rarely or never use this space","student","40.59296406025814","-98.3700343822009","",
"Marker","Perkins Library","Jes7MR5ZaFBVSnHGeRIc","This is one of my go-to study spots","student","40.590311833743215","-98.37449484670039","",
"Marker","Calvin H. French Memorial Chapel ","JgNfovoLSiFYmZbbiRgw","Just leave a comment about this space","staff","40.59168164626712","-98.37330752716429","Admissions space is beautiful and welcoming.",
"Marker","Bronc Hall Residence","JhRlLGTVyAZcpRShPnv4","I do not feel safe in this space","student","40.59301437811564","-98.37231377137478","",
"Marker","Hazelrigg Student Union","JjZJNg3j9Okjzo5aFgF8","This is one of my go-to study spots","student","40.59395555839342","-98.37259199004069","",
"Marker","Hazelrigg Student Union","JkdDaG9RswCT3G2CzXai","I would like to use this space more, but it needs improvement","student","40.594025165830686","-98.37296060800428","Too noisy and spaces are too close for studying",
"Marker","Daugherty Student Engagement Center","JkuLlPPbd4TyRY4ZkcP8","I rarely or never use this space","student","40.59104795929625","-98.37373100849521","",
"Marker","714 E. 7th St. Residence","Jly0BOab0zAfgLAG0QK0","I would like to use this space more, but it needs improvement","student","40.589495682652455","-98.37292204734325","",
"Marker","Hurley-McDonald Hall","Jm1hxi2Dc2jOzGOSmp6K","I rarely or never use this space","student","40.590791898854945","-98.37461113028851","",
"Marker","Scott Studio Theatre","JmDhFKVKM0jk1qVQGgcq","I rarely or never use this space","student","40.59246212475935","-98.37334705729955","",
"Marker","","Jn80z3EhVU5KXiGhvIi9","I rarely or never use this space","staff","40.59247025015972","-98.37355764859045","",
"Marker","Hayes M. Fuhr Hall of Music","JnAZKRLIiYOg1hX8Naax","Just leave a comment about this space","staff","40.59466353756801","-98.37173854663604","This building needed serious help--terrible heating system issues, a facelift, and now the flooding and closing.  It offered great teaching studio space with adequate storage of my teaching library, dedicated practice rooms for the students, a beautiful and appropriately sized performance hall.  It also had adequate but not ideal classroom teaching space including an 8-keyboard lab for major and nonmajor piano classes, and a fine rehearsal room for the college choir.  It also was able to house large collections in musical scores and recordings for a library to support the major.  For its many faults, it felt like a home to the music department, its majors and faculty, and its community patrons.",
"Marker","Jackson Dinsdale Art Center","JnoUNLlIZkKAIEWAWCT3","I wish this space were more flexible or adaptable for different uses","staff","40.5967812781339","-98.37317124743052","This is a gorgeous, modern building, but it's too small to facilitate the growth of the visual arts. Maybe the campus needs more spaces that can facilitate the needs of art professors?",
"Marker","Bronco Village Apartments 4","JpLzlFmJHGqUWwvizGPx","This is one of my go-to study spots","student","40.59504861010993","-98.36574538179005","",
"Marker","Jackson Dinsdale Art Center","JpYvzkcXAx2sbGDFjKqC","I wish this space were more flexible or adaptable for different uses","staff","40.596676575622354","-98.37310678189333","",
"Marker","Daugherty Student Engagement Center","JsC98TO7vEPrHi0vrGya","I rarely or never use this space","student","40.5911538957005","-98.37377715012857","",
"Marker","Bronco Village Apartments 4","JsqGmqA3qomN2JmGh1rD","This is a go-to hangout spot for me and my friends","student","40.59501978141421","-98.36589311020492","",
"Marker","Bronco Village Apartments 6","JsqgUPOKhxsA91VqFSw7","I rarely or never use this space","student","40.59405966438743","-98.36575334634173","",
"Marker","Altman Hall Residency","JvY0OU33HP3r9pUixINu","This is a go-to hangout spot for me and my friends","student","40.59226166743625","-98.37195716152254","",
"Marker","Jackson Dinsdale Art Center","Jvn766HotzCe9C8PHs4k","This is one of my go-to study spots","student","40.596734972130264","-98.37325633314593","Great space for working on art projects",
"Marker","Physical Fitness Facility","JwBeV60WcMmUL8XHWuJb","I would like to use this space more, but it needs improvement","student","40.59477308816133","-98.36961914723054","Has lots of potential. Not ideal for sports other than track and tennis. Baseball uses it for the batting cages too.",
"Marker","Babcock Hall Residence","JxoqIw0TToBCnhamFTpG","This is one of my go-to study spots","student","40.59321417966211","-98.37460218351977","",
"Marker","Lynn Farrell Arena/Fleharty Educational Center","K00ufiIQ7MbtmgessaKM","The lighting or temperature in thei space makes it uncomfortable","student","40.59579194095559","-98.37062971337136","",
"Marker","Hayes M. Fuhr Hall of Music","K0B9GfnrT4IYtXv5bGzx","I rarely or never use this space","student","40.59477187386062","-98.37185113207676","never used it",
"Marker","McCormick Hall","K1PQ7JyXqikT0oHabpdj","This space feels outdated or run-down","student","40.59228528545529","-98.37366686119555","",
"Marker","Hayes M. Fuhr Hall of Music","K2JZUN5UQQ3jIGHKhDNR","I rarely or never use this space","student","40.594610641385856","-98.37184873530701","",
"Marker","Daugherty Student Engagement Center","K2nDELooVu1qSZpufcZI","I rarely or never use this space","student","40.59110129776673","-98.37373285952788","I don’t use this building, I honestly didn’t even think there were classes here.",
"Marker","","K3e5gH6i69iBQnrPvL2h","I would like to use this space more, but it needs some improvement","staff","40.59594155509885","-98.36642706652694","",
"Marker","905 N Elm Ave","K3gznz89XSE7jXWeqAeN","Just leave a comment about this space","student","40.59383013514625","-98.37421198862991","",
"Marker","The 1882 Residence Hall","K4gczzPCP1Soe1LD6J2K","Just leave a comment about this space","student","40.5939838203673","-98.37121823287912","Love the changes and additions",
"Marker","Morrison-Reeves Science Center","K56otGxzSfFa5OQL4m6O","This is one of my go-to study spots","student","40.59118321685503","-98.37213231423388","",
"Marker","Lynn Farrell Arena/Fleharty Educational Center","K6EbeKXR66cyge4IMNSR","This is a go-to hangout spot for me and my friends","student","40.595565782350036","-98.37036169033824","",
"Marker","Bronco Village Apartments 2","K6WYi2cq2ERaEZmglILw","I rarely or never use this space","student","40.594811872681134","-98.36603953912275","",
"Marker","Gray Center","K7RHeJrkY4dz3WsakzHy","Just leave a comment about this space","student","40.59554424478176","-98.37311832872433","A fine space but not one I find myself in often.",
"Marker","Perkins Library","K9Qb7McZFnt1QHEOJimr","I would like to use this space more, but it needs improvement","student","40.590236407624104","-98.37441856739048","I would love to use this place more! I think it is a great place and might just need improvement in lighting and a more homey feel.",
"Marker","Taylor Hall Residence","KAkPKLdMgtCvrcfbHjj2","I rarely or never use this space","student","40.59275454214219","-98.3745332772904","",
"Marker","Perkins Library","KCZS4EMpkF9KdSmUy3xN","This is one of my go-to study spots","student","40.590276017644925","-98.37433946216464","It’s quiet",
"Marker","Hazelrigg Student Union","KEwYrjmL1FC5ikFrhBSJ","This is one of my go-to study spots","student","40.593870976396005","-98.37290651003192","",
"Marker","919 E 9th St","KFB3l84BuDAgxnrdxBYY","I rarely or never use this space","student","40.59371093267541","-98.3694829278482","",
"Marker","","KGFAox0oan1CvtCMx3ER","This is one of my go-to study spots","student","40.59216686367898","-98.37264298945568","feel like the field on the left of altman could be used for more entertainment",
"Marker","Morrison-Reeves Science Center","KH3JwjuR9Pyguc9c5w7E","This is a go-to hangout spot for me and my friends","student","40.59120799538357","-98.37210873852078","It is a great place to hang out because there is ample space and comfortable seating.",
"Marker","Wilson Center","KHVORB6azArvwMF7Ag6h","I rarely or never use this space","student","40.592778967289945","-98.37355316971771","",
"Marker","Perkins Library","KHtFutrYWt6vdLBgZxJe","This space feels outdated or run-down","student","40.59023501890326","-98.37437137405067","",
"Marker","Bronco Village Apartments 1","KJ2LZbFBHbLKqJu2VcrB","I rarely or never use this space","student","40.594761365795534","-98.36577290192992","",
"Marker","Hazelrigg Student Union","KKDhU9CyJN7oLCEAseSc","Just leave a comment about this space","staff","40.59403506510756","-98.37294006288721","The renovations here are amazing. Well done.",
"Marker","Wilson Center","KKIfD2lDAFTc9decqv4c","I would like to use this space more, but it needs improvement","student","40.59272995552533","-98.37357558087486","I loved this space when I was taking some classes here. I think more common study areas would be nice!",
"Marker","Lloyd Wilson Field/Stadium","KKPaQD3NJnjC3JOqdOkx","This space supports my teaching and/or professional work effectively","staff","40.596290877301215","-98.36929756813734","",
"Marker","Wilson Center","KKqdzsyFtDrmEJGera9V","The lighting or temperature in thei space makes it uncomfortable","student","40.59279907426475","-98.37358975508022","It can get really hot when it is hot outside.",
"Marker","Hazelrigg Student Union","KLBAP0wMvTBaVQjRljZ1","This is one of my go-to study spots","student","40.59419206207704","-98.3730025825904","",
"Marker","Scott Studio Theatre","KLpIIizgrvLxB1PGcEhl","This is a go-to hangout spot for me and my friends","student","40.592309013005774","-98.37332797093732","",
"Marker","McKay House","KMSSQ3aksM9x61EJgqJY","I rarely or never use this space","student","40.59371405748766","-98.37499567137758","",
"Marker","Babcock Hall Residence","KMdfqpV5yeGJrbodfHZD","This is one of my go-to study spots","student","40.593195757173646","-98.37463257268318","",
"Marker","","KNr262GBRqayePSGdqz9","I would like to use this space more, but it needs improvement","student","40.592883627838034","-98.37360033996102","",
"Marker","The 1882 Residence Hall","KObbfBHYvzVgKuIQLBGO","This is one of my go-to study spots","student","40.59388415572511","-98.37099145565561","",
"Marker","","KOsf1YhgVjgYPtGetYoT","I would like to use this space more, but it needs improvement","student","40.59252980875439","-98.37250159428766","More seating or a trash can",
"Marker","Perkins Library","KQGv6gWPfTNafj451xdm","I would like to use this space more, but it needs improvement","student","40.59031635633181","-98.37431390724097","",
"Marker","Lynn Farrell Arena/Fleharty Educational Center","KRPpVTYwZx5MpthuBsk3","This space supports my teaching and/or professional work effectively","staff","40.59579134064151","-98.37048995477487","Great space for the spring career fair",
"Marker","Hurley-McDonald Hall","KRfrfFo5RMfHL86XMI2I","I rarely or never use this space","student","40.59067885579458","-98.37461626656872","",
"Marker","Hurley-McDonald Hall","KSqXftuGQWVtWikmoFok","I wish this space were more flexible or adaptable for different uses","staff","40.590823015566286","-98.3745952356621","The education classroom upstairs is gorgeous. Every time I go in there, I feel amazed, like I'm waking up to realize that it IS possible to have modern and comfortable classrooms on this campus! It is a reminder of just how dilapidated McCormick has become.",
"Marker","Perkins Library","KTGYFVzEudOA6qcDeqNk","This is one of my go-to study spots","student","40.590238038514315","-98.37440746708832","",
"Marker","Bronc Hall Residence","KUVRcHdoOV1eMtNdvQBl","I do not feel safe in this space","student","40.593159289647275","-98.37226629132698","",
"Marker","PFF Garage","KUXdvZbNJMEiBMnDSGMT","I rarely or never use this space","student","40.59507915388781","-98.3701241508657","",
"Marker","McCormick Hall","KUkJZ9Jc7jLyXSbyQA6e","This space feels outdated or run-down","student","40.59227751714374","-98.37374651430677","",
"Marker","Perkins Library","KUlJiOgGzMxOuO7FsKji","Just leave a comment about this space","student","40.59034431628197","-98.3743642626339","I use this space occasionally and I really enjoy the recent renovations!",
"Marker","Bronc Hall Residence","KVhPsNj6FHV5HOFH1loR","I rarely or never use this space","student","40.59319957964564","-98.37219997223242","I am not a boy",
"Marker","Hazelrigg Student Union","KWmmbSJt1DceXn1AdQwU","Just leave a comment about this space","student","40.59393666469762","-98.37284804879103","Cafeteria frequently runs out of food an hour into dinner and makes it difficult for athletes who get out of practice after 6:00",
"Marker","Kiewit Building","KXiHhuOWMdxJkR064F5i","I rarely or never use this space","student","40.59044124292015","-98.37320784954433","",
"Marker","Physical Fitness Facility","KXqLAiVZJZ917kfhSyFm","I rarely or never use this space","student","40.59476428259586","-98.36964307118988","",
"Marker","Morrison-Reeves Science Center","KXvS0sfqWLRHlBEs8Gs5","This is a go-to hangout spot for me and my friends","student","40.5915574679571","-98.37215312637312","",
"Marker","Hurley-McDonald Hall","KYfjPv9Kfw5yApfORG1C","I would like to use this space more, but it needs some improvement","staff","40.59084840554988","-98.37464792864276","I use this space all the time, but it does need improvement. An updated look and better functionality in furniture in the basement classrooms.",
"Marker","Physical Fitness Facility","KYsduAmWqAUpYnXfJWTG","I rarely or never use this space","student","40.594733820623304","-98.36945082008816","",
"Marker","Hazelrigg Student Union","KaFJJwfkCYobN6jIpFas","This is one of my go-to study spots","student","40.59391554112261","-98.3730412959824","",
"Marker","","KaPKyhWKRUPEII12PpCp","I rarely or never use this space","student","40.59377542635346","-98.3694469162906","",
"Marker","812 N Ash Ave","KaWnbTXWwlCVOSz8A32r","I rarely or never use this space","student","40.59218607477652","-98.37132814962285","",
"Marker","Morrison-Reeves Science Center","KcWfiV32Ai6txamZbkfB","This is one of my go-to study spots","student","40.5911950008618","-98.37197549746443","",
"Marker","Hayes M. Fuhr Hall of Music","KdUCylVVfTfjWvG6BkeQ","This is a go-to hangout spot for me and my friends","student","40.594875974698425","-98.37189562172486","",
"Marker","Hazelrigg Student Union","KeM9kFgFM1jS8UvxgkSi","This is a go-to hangout spot for me and my friends","student","40.593904233634646","-98.37287584108934","I love the new renovations made in the Union and whenever I plan a meeting with a friend we hangout here.",
"Marker","Calvin H. French Memorial Chapel ","KfzoNozc2D5Rg3joiVT0","I rarely or never use this space","student","40.59168349153546","-98.37348096046313","",
"Marker","Scott Studio Theatre","Kg8tWDgfp4HQfV8wqZtG","I rarely or never use this space","student","40.59217947914945","-98.37328188039865","",
"Marker","Calvin H. French Memorial Chapel ","KgfXxg31JH4Fuu4iBKgK","This is one of my go-to study spots","student","40.59177608661835","-98.37342191945365","",
"Marker","Lynn Farrell Arena/Fleharty Educational Center","KiLxcA19m7QvkMvQIb57","This is one of my go-to study spots","student","40.59583835135899","-98.37038570013289","",
"Marker","Bronc Hall Residence","KipkTooTuPzGB9yS2kP6","I rarely or never use this space","student","40.59307093111977","-98.37228699481687","I don’t go in here cause there’s too many guys and I do not like tons of men.",
"Marker","Bronco Village Apartments 6","KjJIomAemuBx6fwnqJSo","This is a go-to hangout spot for me and my friends","student","40.59408910225335","-98.36576360210132","Me and my friends live here! The renovations they did were amazing and we have loved living here so far!",
"Marker","Bronco Village Apartments 2","KjdfRGGnEZRS2gnYR0Pl","This is a go-to hangout spot for me and my friends","student","40.5947239751726","-98.36613272530859","",
"Marker","Hazelrigg Student Union","KkZKlXUW2HdtJ8P7hQgG","This is a go-to hangout spot for me and my friends","student","40.5939616028447","-98.37280970278837","",
"Marker","Hayes M. Fuhr Hall of Music","KmVnMOqZ0Wzi0RAvyzyO","I would like to use this space more, but it needs improvement","student","40.59476129662508","-98.37181200142074","",
"Marker","Bronc Hall Residence","KmdVBrqB55gNFIb526hh","This space feels outdated or run-down","student","40.59308545159763","-98.3722016844041","",
"Marker","Hazelrigg Student Union","KmnsZlq37YzX7Y1LLXeC","This is one of my go-to study spots","student","40.59399055199452","-98.37260558302448","",
"Marker","Hazelrigg Student Union","KoOZBaVmHAI1z83Skmem","I would like to use this space more, but it needs some improvement","staff","40.59410438769419","-98.37295915536941","The fitness center is not adequate",
"Marker","Hurley-McDonald Hall","Kpt45Co0pjUQWtVbwrQb","I would like to use this space more, but it needs improvement","student","40.59070102219886","-98.3746484499736","This building is getting dated, having a more inviting study spot would allow this space to be used a little more, and may even be a little more inviting.",
"Marker","Wilson Center","KsuxGhwV7TCZblpNcqoB","The furniture in this space is uncomfortable or not functional","student","40.59279949498182","-98.37359685241685","",
"Marker","Lynn Farrell Arena/Fleharty Educational Center","Kt6PQ9iBSP33V7peTiBN","I would like to use this space more, but it needs improvement","student","40.59580823386932","-98.3705686812233","",
"Marker","Gray Center","KtE2Dok90QtWy7zKOwes","The furniture in this space is uncomfortable or not functional","student","40.595554734693536","-98.37312198094433","",
"Marker","Lloyd Wilson Field/Stadium","KtmI8bWD3M6zgWuRFYlk","This is a go-to hangout spot for me and my friends","student","40.596034660781555","-98.369211667662","During games",
"Marker","Daugherty Student Engagement Center","Kv4zgWW1vnSzo6K72qCT","I rarely or never use this space","student","40.59113532523807","-98.37371724382744","",
"Marker","Jackson Dinsdale Art Center","KvSmaig08DerK8cHMIxR","I rarely or never use this space","staff","40.5967924568057","-98.3732569261469","",
"Marker","906 E 9th Shop","KxKRBkYBlge6Umd2s9Qi","I rarely or never use this space","student","40.59300984506541","-98.37001359286585","",
"Marker","McCormick Hall","KxZAGmbqXJLD7bLRjn88","This space feels outdated or run-down","student","40.592320013361785","-98.37375674592029","",
"Marker","McKay House","Ky5i64QN63sphSPG8did","I rarely or never use this space","student","40.59375386659755","-98.37504025498843","",
"Marker","Wilson Center","KzOkkjneVciSbiDJozs8","I would like to use this space more, but it needs improvement","student","40.592849376743516","-98.3735805732619","",
"Marker","","L0BL4MuYwxgBmBPDhXIz","This is one of my go-to study spots","student","40.59532552064579","-98.36568094547602","",
"Marker","Hazelrigg Student Union","L2mtRkJ6xfl86pbQ0cB8","This is one of my go-to study spots","student","40.59402846956672","-98.37270894066963","",
"Marker","Physical Fitness Facility","L3gDIfQKf1PKQADTrQwf","I would like to use this space more, but it needs improvement","student","40.594798079238785","-98.36969053692351","I would love to start working out on campus but im not sure if im even allowed to since im not in sports..",
"Marker","Babcock Hall Residence","L4uNHqs7t6mAyS1Xyy4j","This is a go-to hangout spot for me and my friends","student","40.59320815798512","-98.37466726187608","",
"Marker","Taylor Hall Residence","L6onDKxUnPYGzkRxabla","I rarely or never use this space","staff","40.59282043417127","-98.37470822031635","",
"Marker","The Stone Health Center","L71aVnB2qNi4TdFAIgEy","I rarely or never use this space","student","40.59322125643399","-98.37530778090053","",
"Marker","Scott Studio Theatre","L73KxdZDq7So40Tt2MHg","I rarely or never use this space","student","40.59225641711299","-98.37338303005997","",
"Marker","Bronco Village Apartments 1","L7LUGrXAKNe3hcslBCVh","This is a go-to hangout spot for me and my friends","student","40.5947539168302","-98.36561904188649","",
"Marker","Hayes M. Fuhr Hall of Music","L7xCo9ocxI1fP4gRJ6J7","The layout or furniture is not functional for my needs","staff","40.59471789975703","-98.37186036120514","Lobby layout and decor has been an issue when trying to host events (Hall of Fame)",
"Marker","Lynn Farrell Arena/Fleharty Educational Center","L81rHhjuJ215RmuJsciX","This is a go-to hangout spot for me and my friends","student","40.595631577368124","-98.37039762319891","",
"Marker","Babcock Hall Residence","L81ti7NYq4Ww9gm8dfLR","I rarely or never use this space","student","40.593258807804716","-98.37461901748331","",
"Marker","Batchelder General Services","L8ED88IncobFleCW623L","I rarely or never use this space","student","40.592854886537","-98.3710184284832","",
"Marker","","L8LDaBd7lDhf8RekUXil","Just leave a comment about this space","student","40.59601257066467","-98.36513284773632","I'm really enjoying the new track resurface",
"Marker","Wilson Center","L8dBb5ne9voUPGaJkZNO","I would like to use this space more, but it needs improvement","student","40.5928435412541","-98.37358141565694","",
"Marker","Hazelrigg Student Union","L8h91Tm4BgZgjhoBiLBy","This is a go-to hangout spot for me and my friends","student","40.5941177480793","-98.37290679817649","A good way to interact with new people",
"Marker","Scott Studio Theatre","L9l8N7UIdxNEpBugfMrg","This space feels outdated or run-down","student","40.592360140481816","-98.3733663695767","",
"Marker","Hazelrigg Student Union","LADvGtQX17AW8h3BIgH0","This is one of my go-to study spots","student","40.593923672988666","-98.37286561112482","",
"Marker","Physical Fitness Facility","LAp5BiSDloGkK1KDqVei","I rarely or never use this space","student","40.594748543179804","-98.36961089967392","",
"Marker","Jackson Dinsdale Art Center","LAs5fkCKMptT5o4YNeh5","I rarely or never use this space","student","40.59676134392984","-98.37312141285955","",
"Marker","","LBDC6EjPc1ZzFC6UJYOu","The lighting or temperature in thei space makes it uncomfortable","student","40.59525988087714","-98.37393506935261","I love the great big open windows that let in all the natural light. But it get real warm when the sun starts to set or high noon. And I have no idea what it’ll be like in the winter.",
"Marker","Hazelrigg Student Union","LC2ImeNv6DPHgs9vH9A7","This is one of my go-to study spots","student","40.5939356078315","-98.3728250291434","",
"Marker","Jackson Dinsdale Art Center","LCQ71QbwW9pBwqoWksmY","The furniture in this space is uncomfortable or not functional","student","40.59675619616499","-98.37319041707316","It’s fine in the classrooms but in the hallway it’s just those tall tables and they are uncomfortable",
"Marker","Taylor Hall Residence","LCd5AD0CKqIRh6oUKYtp","The lighting or temperature in thei space makes it uncomfortable","student","40.592776452240685","-98.3747230435174","",
"Marker","812 N Ash Ave","LDGVSiD5rkOpoZJFvwGc","I do not feel safe in this space","student","40.59217544650369","-98.37127986601635","",
"Marker","Jackson Dinsdale Art Center","LGHOYVWUMCJUfnRYKGjQ","I rarely or never use this space","student","40.59676123087007","-98.37312411500722","",
"Marker","Gray Center","LGKqqwQyVdFpOnLGkggg","I would like to use this space more, but it needs improvement","student","40.595571514116045","-98.37308965871512","",
"Marker","Kiewit Building","LHLjX7gXv3Pz4Wa8TxPA","I would like to use this space more, but it needs improvement","student","40.59049960247978","-98.37332863006547","",
"Marker","Kiewit Building","LHc0LN4V5I01Ndw9ZHhi","I would like to use this space more, but it needs improvement","student","40.59054971983787","-98.37328343719217","",
"Marker","Kiewit Building","LHsxd6gfWNRPl9VhMAUK","I would like to use this space more, but it needs improvement","student","40.590489434711344","-98.37328610152137","",
"Marker","Taylor Hall Residence","LIdGU4y9SLiz8wcfBDUu","I rarely or never use this space","student","40.59265353450789","-98.37474033848099","Its fine",
"Marker","Hayes M. Fuhr Hall of Music","LJZQbXrj2GSlSHOo5n83","I rarely or never use this space","student","40.59477137212531","-98.37185291914999","",
"Marker","The Stone Health Center","LLaZIqLPLEJ4uBACBSNO","The lighting or temperature in thei space makes it uncomfortable","student","40.593276617730794","-98.37526487161219","",
"Marker","Bronc Hall Residence","LNDbPK6yn35LEUtAv95I","I rarely or never use this space","student","40.59311738443074","-98.37226865791385","",
"Marker","714 E. 7th St. Residence","LNPOdReIjhmUG0fR4jLy","I rarely or never use this space","student","40.58939856352046","-98.37303041022571","",
"Marker","Babcock Hall Residence","LNy93giWApegjXUG8u3y","This space feels outdated or run-down","student","40.593248765246244","-98.37446889103197","A lot of the dorm necessities are run-down and starting to break. There was the leak in the roof going through all three floors, mold in the bathrooms, and laundry room issues.",
"Marker","Scott Studio Theatre","LNz11ffd6cuKvjIPVAXS","The furniture in this space is uncomfortable or not functional","student","40.59220048898618","-98.37338981436788","",
"Marker","Perkins Library","LO6w8IBhrreckfFp7yNB","I would like to use this space more, but it needs improvement","student","40.59025065697398","-98.37437082377178","temperature and lighting control need updating, more functional study spots for individual vs group studying, and more comfortable furniture.",
"Marker","Perkins Library","LOC4pVmrZJUhfRjc2rQw","This is one of my go-to study spots","student","40.59029348268507","-98.37431143553731","",
"Marker","Barrett Alumni Center","LPC8f0RPBPohM8oxkY81","I rarely or never use this space","student","40.595342873954934","-98.36471451376777","",
"Marker","Jackson Dinsdale Art Center","LQKfSUDNxGFCC7ummlT5","Just leave a comment about this space","student","40.596617693187824","-98.37316292440876","Nice space, cozy environment.",
"Marker","Taylor Hall Residence","LTegmdsmhRlOo4mDQ6mt","Just leave a comment about this space","student","40.59260361068297","-98.37465291012265","Please just update and fix things, why should the girls get the most outdated dorms. Also we should probably have more lighting around the dorms of a minority.",
